id,premise,hypothesis,label
9581,"In addition, he is a WTF - a Canadian National Referee 1st Class.","In addition, he is a WTF-certified Master Instructor of Taekwondo and a Canadian National Referee (1st Class).",1
9597,"However, there were significant differences in how the agencies had implemented these capabilities.",Some agencies wanted to use the resources to fight the enemies while others wanted to use them for defense.,1
9610,San'doro spun low and threw one of the daggers twirling end over end.,"San'doro ducked and wildly threw one of the daggers, hoping to hit his target.",1
9648,"between 1989 and 1996, and the number of routes increased 7 percent.","Between 1979 and 1980, and the number of routes increased only 2 percent.",1
9670,People dressed in costumes walking down a street.,A naked man walking down the street.,0
9678,"Vocation began here--the story of two frogs,",The amphibians were green.,1
9679,No protective gear.,There might have been PPE.,1
9683,"The reason societies with democratic governments are better places to live in than their alternatives isn't because of some goodness intrinsic to democracy, but because its hopeless inefficiency helps blunt the basic potential for evil.",Democratic governments are not evil in nature because of economic freedoms.  ,1
9718,we left here uh we left here it was shorts weather in uh on Easter and,"When we left it was shorts weather on Easter, but it got much colder quickly.",1
9729,The dubbed version never had a title.,"The dubbed version never had a title but was advertised as both ""Monster of Frankenstein"" and ""Frankenstein Legend of Terror"".",1
9753," ""Those risings were from men who were no worshippers of the egg's hatching,"" Bork commented.",The men were discontent with the egg.,1
9794,Well then? 124 Tuppence merely continued to shake her head violently.,Tuppence would defend herself with force if necessary.,1
9796,"Particularly graphic are blown-up old photographs, a burned and twisted sewing machine, and a mass of scissors soldered together by the intense heat.",Particularly graphic are the pictures of the large underground drug smugglers dens.,0
9814,"Of course, some ED patients may spontaneously volunteer information about drinking.",People should be honest and open about their alcohol addictions. ,1
9819,uh not a whole lot it they're they're in pretty good condition um as as far as uh major repairs you know lot a lot of little filling holes and nicks and things like that but uh the only the most major things have been uh oh i guess i i moved a couple of outlets and or uh switches i should say they for some reason they put a bathroom light switch in the hallway and uh yeah and i i didn't like that very well so i i moved that but uh,they put the bathroom light switch in the hallway because they thought that was convenient,1
9846,"For example, whether or not there are active opposition parties may be a more valid measure of whether a country is a democracy than how many people vote in an election.",The opposition parties pose no threat to them.,0
9857,that's that's been my impression yeah it's it's not they're not withholding information they just don't have that information they they haven't the foggiest idea,They are keeping all the information to themselves.,0
9919,"The song was written by Alison Goldfrapp, Nick Batt for Goldfrapp 's third album "" Supernature "" 2005.","The song was written by Alison Goldfrapp, Will Gregory and Nick Batt for Goldfrapp's third album ""Supernature"" (2005).",1
9935,they eat a lot of it you know you can take your vitamins and she was telling me to take zinc so anyway i've been taking enough zinc you know  to kill a horse probably  i hope it doesn't hurt me but anyway  i did read one chapter of that,I considered but decided against taking zinc.,0
10006,"William Safire argues that Jesuitical has by now developed a sense devoid of any overtones of  subtle, intricate, moralistic reasoning, informed by a rigorous logic is his definition.","In his review, William Safire heaps praise on Jesuitical, drawing particular attention to its highly-developed sense of moralistic reasoning.",0
10013,Somehow the whole scene seemed unreal.,The scene was unreal because everything was upside down.,1
10026,"In desperation, Poland looked to Napoleon Bonaparte and Revolutionary France for assistance against its oppressors.",Poland had small guerrilla forces sabotaging its oppressors. ,1
10072,"After the high emotion of de Gaulle's march down the Champs-Elys??es, the business of post-war reconstruction, though boosted by the generous aid of the Americans' Mar?­shall Plan, proved arduous, and the wartime alliance of de Gaulle's conservatives and the Communist Party soon broke down.",The Marshall Plan was not concocted until 1918.,1
